epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
123,2686.06,0.34347,0.42695,0.19505,0.7833,0,0.99561,0.99655,0.99497,0.94914,0.9939,0.99485,0.9948,0.83425,0.35519,0.58976,0.19296,0.76967,0,0.000278369,0.000278369,0.000278369
124,2707.79,0.34504,0.42298,0.19428,0.7818,0,0.99615,0.99628,0.99497,0.95103,0.99445,0.99457,0.99481,0.83655,0.35082,0.59788,0.19013,0.76849,0,0.000268938,0.000268938,0.000268938
125,2729.5,0.34432,0.42206,0.19416,0.78406,0,0.99447,0.99655,0.99493,0.95396,0.99277,0.99485,0.99478,0.83596,0.34958,0.58348,0.18974,0.76801,0,0.000259506,0.000259506,0.000259506
126,2751.21,0.3441,0.43064,0.1959,0.78255,0,0.99628,0.99433,0.99493,0.94936,0.99628,0.99433,0.99493,0.83381,0.35074,0.59524,0.18986,0.76844,0,0.000250075,0.000250075,0.000250075
127,2772.91,0.34104,0.42721,0.19303,0.78085,0,0.99432,0.99655,0.99495,0.95012,0.99432,0.99655,0.99495,0.83562,0.35117,0.58895,0.1854,0.76971,0,0.000240644,0.000240644,0.000240644
128,2794.63,0.34123,0.4312,0.19141,0.7819,0,0.99384,0.99655,0.99491,0.94952,0.99214,0.99485,0.99486,0.8346,0.34923,0.57906,0.18557,0.76873,0,0.000231212,0.000231212,0.000231212
129,2816.32,0.33817,0.41546,0.1908,0.78502,0,0.99728,0.99673,0.99493,0.95176,0.99728,0.99673,0.99493,0.8358,0.35127,0.58713,0.18788,0.7695,0,0.000221781,0.000221781,0.000221781
130,2838.04,0.34432,0.42661,0.19208,0.78457,0,0.99692,0.99655,0.99495,0.95291,0.99521,0.99485,0.99488,0.83531,0.34903,0.59213,0.18448,0.77047,0,0.000212349,0.000212349,0.000212349
131,2859.78,0.33965,0.41646,0.18974,0.78289,0,0.99412,0.99655,0.9949,0.95009,0.99242,0.99485,0.99479,0.83346,0.35427,0.60184,0.18808,0.76922,0,0.000202918,0.000202918,0.000202918
132,2881.54,0.33653,0.41736,0.18909,0.78273,0,0.99496,0.99621,0.99495,0.94854,0.99496,0.99621,0.99495,0.83208,0.35229,0.58539,0.18695,0.76886,0,0.000193487,0.000193487,0.000193487
133,2903.23,0.33659,0.41496,0.18924,0.78274,0,0.99442,0.99799,0.99495,0.95107,0.99442,0.99799,0.99495,0.83272,0.35396,0.59434,0.18998,0.76878,0,0.000184055,0.000184055,0.000184055
134,2924.96,0.33628,0.42146,0.18766,0.78493,0,0.99579,0.99972,0.99498,0.95264,0.99579,0.99972,0.99498,0.8307,0.35083,0.58556,0.18527,0.7688,0,0.000174624,0.000174624,0.000174624
135,2946.66,0.33932,0.41653,0.18854,0.78449,0,0.99776,0.99829,0.99498,0.94817,0.99776,0.99829,0.99498,0.83341,0.35303,0.59593,0.18732,0.76955,0,0.000165192,0.000165192,0.000165192
136,2968.37,0.32925,0.41465,0.18531,0.78393,0,0.99406,0.99655,0.99492,0.95135,0.99406,0.99655,0.99492,0.83178,0.3516,0.59076,0.18671,0.76886,0,0.000155761,0.000155761,0.000155761
137,2990.08,0.33394,0.41284,0.1863,0.78296,0,0.99646,0.99664,0.99495,0.95063,0.99646,0.99664,0.99495,0.83125,0.35211,0.59883,0.1862,0.7694,0,0.00014633,0.00014633,0.00014633
138,3011.8,0.33493,0.41993,0.18487,0.78269,0,0.99619,0.99829,0.995,0.95156,0.99619,0.99829,0.995,0.83059,0.34968,0.58965,0.18284,0.76875,0,0.000136898,0.000136898,0.000136898
139,3033.5,0.33025,0.41681,0.18602,0.78318,0,0.99771,0.99846,0.99498,0.95237,0.99771,0.99846,0.99498,0.83585,0.34928,0.58882,0.18163,0.76824,0,0.000127467,0.000127467,0.000127467
140,3055.23,0.32921,0.40785,0.18211,0.78112,0,0.99776,0.99829,0.99498,0.94954,0.99776,0.99829,0.99498,0.83257,0.35043,0.59235,0.183,0.76858,0,0.000118035,0.000118035,0.000118035
141,3077.66,0.32063,0.43169,0.17467,0.77598,0,0.99604,0.99798,0.99498,0.95322,0.99604,0.99798,0.99498,0.83037,0.35135,0.57336,0.18349,0.7684,0,0.000108604,0.000108604,0.000108604
142,3099.32,0.31693,0.4228,0.17097,0.7776,0,0.99565,0.998,0.99498,0.94678,0.99565,0.998,0.99498,0.82991,0.35484,0.597,0.18636,0.76916,0,9.91726e-05,9.91726e-05,9.91726e-05
143,3120.99,0.31147,0.41394,0.16757,0.77771,0,0.99685,1,0.995,0.9495,0.99685,1,0.995,0.82899,0.35212,0.58755,0.18555,0.76856,0,8.97412e-05,8.97412e-05,8.97412e-05
144,3142.66,0.31174,0.41627,0.16824,0.77868,0,0.99625,0.99979,0.995,0.94969,0.99625,0.99979,0.995,0.83158,0.35368,0.5866,0.1864,0.76928,0,8.03098e-05,8.03098e-05,8.03098e-05
145,3164.31,0.3088,0.41598,0.16622,0.77755,0,0.99545,0.99967,0.99498,0.95165,0.99545,0.99967,0.99498,0.83236,0.35351,0.58958,0.18259,0.76869,0,7.08784e-05,7.08784e-05,7.08784e-05
146,3185.94,0.30761,0.41603,0.16653,0.78001,0,0.99557,0.99926,0.99498,0.95022,0.99557,0.99926,0.99498,0.82948,0.35219,0.58353,0.18456,0.76872,0,6.1447e-05,6.1447e-05,6.1447e-05
147,3207.6,0.30811,0.41275,0.16589,0.77679,0,0.99791,0.99695,0.99498,0.94896,0.99791,0.99695,0.99498,0.83387,0.35421,0.58846,0.18467,0.76869,0,5.20156e-05,5.20156e-05,5.20156e-05
148,3229.26,0.3072,0.41228,0.1646,0.77707,0,0.99541,0.99968,0.99498,0.95043,0.99541,0.99968,0.99498,0.83111,0.34949,0.58537,0.18391,0.76824,0,4.25842e-05,4.25842e-05,4.25842e-05
149,3250.97,0.30525,0.42151,0.16426,0.77853,0,0.99761,0.99767,0.99498,0.94996,0.99761,0.99767,0.99498,0.83319,0.34952,0.58755,0.18354,0.76807,0,3.31528e-05,3.31528e-05,3.31528e-05
150,3272.68,0.30465,0.42631,0.16403,0.77767,0,0.99768,0.99827,0.99498,0.95026,0.99768,0.99827,0.99498,0.83255,0.35069,0.58551,0.18272,0.76848,0,2.37214e-05,2.37214e-05,2.37214e-05
